score,is_outlier
0.10767977048355581,0
0.11469754586005099,0
0.11427058246199462,0
0.11221576713133008,0
0.08980605497448324,0
0.1135673001183864,0
0.09575460511986661,0
0.08705183758063889,0
0.08915385827030875,0
0.11689406207007053,0
0.10020713566624506,0
0.10460072549317123,0
0.08583753882100609,0
0.07905947034845134,0
0.09234761940317521,0
0.07146327456944651,0
0.07505855112810217,0
0.07202132569788777,0
0.10836219657795959,0
0.08998068932440517,0
0.09824459420069476,0
0.08798530393366044,0
0.11552086817168278,0
0.09660622397555918,0
0.10951803899797502,0
0.11588868269830105,0
0.06600712389223673,0
0.0999791802904576,0
0.0628459005372477,0
0.10242236548839384,0
0.06146909629973418,0
0.09996688488857702,0
0.0762321212012344,0
0.10617485368499785,0
0.11031672153019773,0
0.1003902039142961,0
0.10165563563136049,0
0.07278632872889362,0
0.09908488455438447,0
0.09704892760510686,0
0.09553201457226207,0
0.05546862027421906,0
0.0906130385926332,0
0.0888162350178241,0
0.09029417169119391,0
0.0959913347675192,0
0.0968887927194908,0
0.09672300265232625,0
0.10797139470595263,0
0.0811744548917524,0
0.06826873368772624,0
0.09003020779546222,0
0.09188907872236884,0
0.08851538505426049,0
0.09333012408072178,0
0.1038497558028858,0
0.09694167293867789,0
0.09938420070172743,0
0.09079713613488322,0
0.09129234003160824,0
0.08057261256144388,0
0.10301595825035403,0
0.07317856821171276,0
0.1048479474675102,0
0.1003860831647107,0
0.07008193185587208,0
0.09029544918747678,0
0.09747003466238296,0
0.10141945131960517,0
0.10503818821092936,0
0.1011219434134003,0
0.09953548054190459,0
0.10308928650851329,0
0.10216009960198524,0
0.10400008316648773,0
0.09168080738733597,0
0.07378733812334609,0
0.11769667998672717,0
0.11915634977752648,0
0.09948972551132262,0
0.11333127048061431,0
0.095392239811399,0
0.10243609135157622,0
0.09970237403030269,0
0.11359351839967263,0
0.090828221884863,0
0.11210436442556876,0
0.08981734179097328,0
0.09068246601526808,0
0.11678362182262653,0
0.12095324633595872,0
0.10618784114464902,0
0.09495906131287363,0
0.11161495295753987,0
0.09074745333639656,0
0.10904556269938365,0
0.1171010830921026,0
0.11293035902868731,0
0.06908669513137522,0
0.11024684039031513,0
0.09787721923069409,0
0.10342742936931576,0
0.10060378642770401,0
0.11515696679248211,0
0.09711574473232881,0
0.11819869997369925,0
0.10456742588668017,0
0.11630038577809104,0
0.09829063896188617,0
0.09254890259203591,0
0.09814076657518467,0
0.08664566909555316,0
0.0966441347683843,0
0.1038377367889814,0
0.10915004158502034,0
0.08758673199318506,0
0.08550907418516135,0
0.07028959837092824,0
0.07662328186462836,0
0.1013124296616888,0
0.10424353122597402,0
0.11252575690270761,0
0.09054705292983595,0
0.08180738293344603,0
0.10527484764841005,0
0.0995248713352812,0
0.11112604675207632,0
0.09734229399151267,0
0.09004792727911876,0
0.10480716126937328,0
0.11268424091607565,0
0.10053015635744617,0
0.10907744214631049,0
0.09382387524825453,0
0.08946484662285437,0
0.0886565797490736,0
0.1023198157704015,0
0.11323529055302534,0
0.11415286960876625,0
0.09401035825302839,0
0.08329840473400618,0
0.09371798974637752,0
